130065 silly lifecycle node-emoji@0.1.0~preinstall: no script for preinstall, continuing
136365 verbose link bins   false ]
136366 verbose linkMans browser-pack@6.0.1
136367 silly gentlyRm /var/www/app/node_modules/watchify/node_modules/.bin/browser-pack is being purged
136368 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/watchify/node_modules/.bin/browser-pack
136369 silly build browserify@13.0.1
136370 info linkStuff browserify@13.0.1
136371 silly linkStuff browserify@13.0.1 has /var/www/app/node_modules/watchify/node_modules as its parent node_modules
136372 verbose linkBins browserify@13.0.1
136373 verbose link bins [ { browserify: 'bin/cmd.js' },
136373 verbose link bins   '/var/www/app/node_modules/watchify/node_modules/.bin',
136373 verbose link bins   false ]
136374 verbose linkMans browserify@13.0.1
136375 silly gentlyRm /var/www/app/node_modules/watchify/node_modules/.bin/browserify is being purged
136376 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/watchify/node_modules/.bin/browserify
136377 silly build watchify@3.7.0
136378 info linkStuff watchify@3.7.0
136379 silly linkStuff watchify@3.7.0 has /var/www/app/node_modules as its parent node_modules
136380 verbose linkBins watchify@3.7.0
136381 verbose link bins [ { watchify: 'bin/cmd.js' },
136381 verbose link bins   '/var/www/app/node_modules/.bin',
136381 verbose link bins   false ]
136382 verbose linkMans watchify@3.7.0
136383 silly gentlyRm /var/www/app/node_modules/.bin/watchify is being purged
136384 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/watchify
136385 silly build gulp-util@3.0.7
136386 info linkStuff gulp-util@3.0.7
136387 silly linkStuff gulp-util@3.0.7 has /var/www/app/node_modules as its parent node_modules
136388 verbose linkBins gulp-util@3.0.7
136389 verbose linkMans gulp-util@3.0.7
136390 silly build run-sequence@1.2.1
136391 info linkStuff run-sequence@1.2.1
136392 silly linkStuff run-sequence@1.2.1 has /var/www/app/node_modules as its parent node_modules
136393 verbose linkBins run-sequence@1.2.1
136394 verbose linkMans run-sequence@1.2.1
136395 silly build gulp-watch@4.3.8
136396 info linkStuff gulp-watch@4.3.8
136397 silly linkStuff gulp-watch@4.3.8 has /var/www/app/node_modules as its parent node_modules
136398 verbose linkBins gulp-watch@4.3.8
136399 verbose linkMans gulp-watch@4.3.8
136400 silly build gulp-cssnano@2.1.2
136401 info linkStuff gulp-cssnano@2.1.2
136402 silly linkStuff gulp-cssnano@2.1.2 has /var/www/app/node_modules as its parent node_modules
136403 verbose linkBins gulp-cssnano@2.1.2
136404 verbose linkMans gulp-cssnano@2.1.2
136405 silly build gulp-uglify@1.5.4
136406 info linkStuff gulp-uglify@1.5.4
136407 silly linkStuff gulp-uglify@1.5.4 has /var/www/app/node_modules as its parent node_modules
136408 verbose linkBins gulp-uglify@1.5.4
136409 verbose linkMans gulp-uglify@1.5.4
136410 silly build gulp-sourcemaps@1.6.0
136411 info linkStuff gulp-sourcemaps@1.6.0
136412 silly linkStuff gulp-sourcemaps@1.6.0 has /var/www/app/node_modules as its parent node_modules
136413 verbose linkBins gulp-sourcemaps@1.6.0
136414 verbose linkMans gulp-sourcemaps@1.6.0
136415 silly build gulp-shell@0.5.2
136416 info linkStuff gulp-shell@0.5.2
136417 silly linkStuff gulp-shell@0.5.2 has /var/www/app/node_modules as its parent node_modules
136418 verbose linkBins gulp-shell@0.5.2
136419 verbose linkMans gulp-shell@0.5.2
136420 silly build gulp-rev-replace@0.4.3
136421 info linkStuff gulp-rev-replace@0.4.3
136422 silly linkStuff gulp-rev-replace@0.4.3 has /var/www/app/node_modules as its parent node_modules
136423 verbose linkBins gulp-rev-replace@0.4.3
136424 verbose linkMans gulp-rev-replace@0.4.3
136425 silly build gulp-less@3.1.0
136426 info linkStuff gulp-less@3.1.0
136427 silly linkStuff gulp-less@3.1.0 has /var/www/app/node_modules as its parent node_modules
136428 verbose linkBins gulp-less@3.1.0
136429 verbose linkMans gulp-less@3.1.0
136430 silly build gulp-babel@6.1.2
136431 info linkStuff gulp-babel@6.1.2
136432 silly linkStuff gulp-babel@6.1.2 has /var/www/app/node_modules as its parent node_modules
136433 verbose linkBins gulp-babel@6.1.2
136434 verbose linkMans gulp-babel@6.1.2
136435 silly build through2@0.6.5
136436 info linkStuff through2@0.6.5
136437 silly linkStuff through2@0.6.5 has /var/www/app/node_modules/ternary-stream/node_modules as its parent node_modules
136438 verbose linkBins through2@0.6.5
136439 verbose linkMans through2@0.6.5
136440 silly build through2@1.1.1
136441 info linkStuff through2@1.1.1
136442 silly linkStuff through2@1.1.1 has /var/www/app/node_modules/stream-splicer/node_modules as its parent node_modules
136443 verbose linkBins through2@1.1.1
136444 verbose linkMans through2@1.1.1
136445 silly build stream-splicer@1.3.2
136446 info linkStuff stream-splicer@1.3.2
136447 silly linkStuff stream-splicer@1.3.2 has /var/www/app/node_modules as its parent node_modules
136448 verbose linkBins stream-splicer@1.3.2
136449 verbose linkMans stream-splicer@1.3.2
136450 silly build labeled-stream-splicer@1.0.2
136451 info linkStuff labeled-stream-splicer@1.0.2
136452 silly linkStuff labeled-stream-splicer@1.0.2 has /var/www/app/node_modules as its parent node_modules
136453 verbose linkBins labeled-stream-splicer@1.0.2
136454 verbose linkMans labeled-stream-splicer@1.0.2
136455 silly build stream-http@1.7.1
136456 info linkStuff stream-http@1.7.1
136457 silly linkStuff stream-http@1.7.1 has /var/www/app/node_modules as its parent node_modules
136458 verbose linkBins stream-http@1.7.1
136459 verbose linkMans stream-http@1.7.1
136460 silly build through2@1.1.1
136461 info linkStuff through2@1.1.1
136462 silly linkStuff through2@1.1.1 has /var/www/app/node_modules/module-deps/node_modules as its parent node_modules
136463 verbose linkBins through2@1.1.1
136464 verbose linkMans through2@1.1.1
136465 silly build module-deps@3.9.1
136466 info linkStuff module-deps@3.9.1
136467 silly linkStuff module-deps@3.9.1 has /var/www/app/node_modules as its parent node_modules
136468 verbose linkBins module-deps@3.9.1
136469 verbose link bins [ { 'module-deps': 'bin/cmd.js' },
136469 verbose link bins   '/var/www/app/node_modules/.bin',
136469 verbose link bins   false ]
136470 verbose linkMans module-deps@3.9.1
136471 silly gentlyRm /var/www/app/node_modules/.bin/module-deps is being purged
136472 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/module-deps
136473 silly build through2@0.6.5
136474 info linkStuff through2@0.6.5
136475 silly linkStuff through2@0.6.5 has /var/www/app/node_modules/merge-stream/node_modules as its parent node_modules
136476 verbose linkBins through2@0.6.5
136477 verbose linkMans through2@0.6.5
136478 silly build merge-stream@0.1.8
136479 info linkStuff merge-stream@0.1.8
136480 silly linkStuff merge-stream@0.1.8 has /var/www/app/node_modules as its parent node_modules
136481 verbose linkBins merge-stream@0.1.8
136482 verbose linkMans merge-stream@0.1.8
136483 silly build ternary-stream@1.2.3
136484 info linkStuff ternary-stream@1.2.3
136485 silly linkStuff ternary-stream@1.2.3 has /var/www/app/node_modules as its parent node_modules
136486 verbose linkBins ternary-stream@1.2.3
136487 verbose linkMans ternary-stream@1.2.3
136488 silly build is-my-json-valid@2.13.1
136489 info linkStuff is-my-json-valid@2.13.1
136490 silly linkStuff is-my-json-valid@2.13.1 has /var/www/app/node_modules as its parent node_modules
136491 verbose linkBins is-my-json-valid@2.13.1
136492 verbose linkMans is-my-json-valid@2.13.1
136493 silly build har-validator@2.0.6
136494 info linkStuff har-validator@2.0.6
136495 silly linkStuff har-validator@2.0.6 has /var/www/app/node_modules as its parent node_modules
136496 verbose linkBins har-validator@2.0.6
136497 verbose link bins [ { 'har-validator': 'bin/har-validator' },
136497 verbose link bins   '/var/www/app/node_modules/.bin',
136497 verbose link bins   false ]
136498 verbose linkMans har-validator@2.0.6
136499 silly gentlyRm /var/www/app/node_modules/.bin/har-validator is being purged
136500 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/har-validator
136501 silly build request@2.65.0
136502 info linkStuff request@2.65.0
136503 silly linkStuff request@2.65.0 has /var/www/app/node_modules as its parent node_modules
136504 verbose linkBins request@2.65.0
136505 verbose linkMans request@2.65.0
136506 silly build node-gyp@3.3.1
136507 info linkStuff node-gyp@3.3.1
136508 silly linkStuff node-gyp@3.3.1 has /var/www/app/node_modules as its parent node_modules
136509 warn prefer global node-gyp@3.3.1 should be installed with -g
136510 verbose linkBins node-gyp@3.3.1
136511 verbose link bins [ { 'node-gyp': './bin/node-gyp.js' },
136511 verbose link bins   '/var/www/app/node_modules/.bin',
136511 verbose link bins   false ]
136512 verbose linkMans node-gyp@3.3.1
136513 silly gentlyRm /var/www/app/node_modules/.bin/node-gyp is being purged
136514 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/node-gyp
136515 silly build through2@1.1.1
136516 info linkStuff through2@1.1.1
136517 silly linkStuff through2@1.1.1 has /var/www/app/node_modules/insert-module-globals/node_modules as its parent node_modules
136518 verbose linkBins through2@1.1.1
136519 verbose linkMans through2@1.1.1
136520 silly build insert-module-globals@6.6.3
136521 info linkStuff insert-module-globals@6.6.3
136522 silly linkStuff insert-module-globals@6.6.3 has /var/www/app/node_modules as its parent node_modules
136523 verbose linkBins insert-module-globals@6.6.3
136524 verbose link bins [ { 'insert-module-globals': 'bin/cmd.js' },
136524 verbose link bins   '/var/www/app/node_modules/.bin',
136524 verbose link bins   false ]
136525 verbose linkMans insert-module-globals@6.6.3
136526 silly gentlyRm /var/www/app/node_modules/.bin/insert-module-globals is being purged
136527 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/insert-module-globals
136528 silly build through2@0.6.5
136529 info linkStuff through2@0.6.5
136530 silly linkStuff through2@0.6.5 has /var/www/app/node_modules/gulp-rev/node_modules as its parent node_modules
136531 verbose linkBins through2@0.6.5
136532 verbose linkMans through2@0.6.5
136533 silly build gulp-rev@5.1.0
136534 info linkStuff gulp-rev@5.1.0
136535 silly linkStuff gulp-rev@5.1.0 has /var/www/app/node_modules as its parent node_modules
136536 verbose linkBins gulp-rev@5.1.0
136537 verbose linkMans gulp-rev@5.1.0
136538 silly build through2@0.6.5
136539 info linkStuff through2@0.6.5
136540 silly linkStuff through2@0.6.5 has /var/www/app/node_modules/gulp-notify/node_modules as its parent node_modules
136541 verbose linkBins through2@0.6.5
136542 verbose linkMans through2@0.6.5
136543 silly build gulp-notify@2.2.0
136544 info linkStuff gulp-notify@2.2.0
136545 silly linkStuff gulp-notify@2.2.0 has /var/www/app/node_modules as its parent node_modules
136546 verbose linkBins gulp-notify@2.2.0
136547 verbose linkMans gulp-notify@2.2.0
136548 silly build through2@0.6.5
136549 info linkStuff through2@0.6.5
136550 silly linkStuff through2@0.6.5 has /var/www/app/node_modules/gulp-if/node_modules as its parent node_modules
136551 verbose linkBins through2@0.6.5
136552 verbose linkMans through2@0.6.5
136553 silly build gulp-if@1.2.5
136554 info linkStuff gulp-if@1.2.5
136555 silly linkStuff gulp-if@1.2.5 has /var/www/app/node_modules as its parent node_modules
136556 verbose linkBins gulp-if@1.2.5
136557 verbose linkMans gulp-if@1.2.5
136558 silly build through2@0.6.5
136559 info linkStuff through2@0.6.5
136560 silly linkStuff through2@0.6.5 has /var/www/app/node_modules/gulp-concat/node_modules as its parent node_modules
136561 verbose linkBins through2@0.6.5
136562 verbose linkMans through2@0.6.5
136563 silly build gulp-concat@2.6.0
136564 info linkStuff gulp-concat@2.6.0
136565 silly linkStuff gulp-concat@2.6.0 has /var/www/app/node_modules as its parent node_modules
136566 verbose linkBins gulp-concat@2.6.0
136567 verbose linkMans gulp-concat@2.6.0
136568 silly build through2@0.6.5
136569 info linkStuff through2@0.6.5
136570 silly linkStuff through2@0.6.5 has /var/www/app/node_modules/gulp-coffee/node_modules as its parent node_modules
136571 verbose linkBins through2@0.6.5
136572 verbose linkMans through2@0.6.5
136573 silly build gulp-coffee@2.3.2
136574 info linkStuff gulp-coffee@2.3.2
136575 silly linkStuff gulp-coffee@2.3.2 has /var/www/app/node_modules as its parent node_modules
136576 verbose linkBins gulp-coffee@2.3.2
136577 verbose linkMans gulp-coffee@2.3.2
136578 silly build through2@0.6.5
136579 info linkStuff through2@0.6.5
136580 silly linkStuff through2@0.6.5 has /var/www/app/node_modules/gulp-autoprefixer/node_modules as its parent node_modules
136581 verbose linkBins through2@0.6.5
136582 verbose linkMans through2@0.6.5
136583 silly build gulp-autoprefixer@2.3.1
136584 info linkStuff gulp-autoprefixer@2.3.1
136585 silly linkStuff gulp-autoprefixer@2.3.1 has /var/www/app/node_modules as its parent node_modules
136586 verbose linkBins gulp-autoprefixer@2.3.1
136587 verbose linkMans gulp-autoprefixer@2.3.1
136588 silly build through2@0.6.5
136589 info linkStuff through2@0.6.5
136590 silly linkStuff through2@0.6.5 has /var/www/app/node_modules/glob-stream/node_modules as its parent node_modules
136591 verbose linkBins through2@0.6.5
136592 verbose linkMans through2@0.6.5
136593 silly build glob-stream@3.1.18
136594 info linkStuff glob-stream@3.1.18
136595 silly linkStuff glob-stream@3.1.18 has /var/www/app/node_modules as its parent node_modules
136596 verbose linkBins glob-stream@3.1.18
136597 verbose linkMans glob-stream@3.1.18
136598 silly build vinyl-fs@0.3.14
136599 info linkStuff vinyl-fs@0.3.14
136600 silly linkStuff vinyl-fs@0.3.14 has /var/www/app/node_modules as its parent node_modules
136601 verbose linkBins vinyl-fs@0.3.14
136602 verbose linkMans vinyl-fs@0.3.14
136603 silly build gulp@3.9.1
136604 info linkStuff gulp@3.9.1
136605 silly linkStuff gulp@3.9.1 has /var/www/app/node_modules as its parent node_modules
136606 verbose linkBins gulp@3.9.1
136607 verbose link bins [ { gulp: './bin/gulp.js' },
136607 verbose link bins   '/var/www/app/node_modules/.bin',
136607 verbose link bins   false ]
136608 verbose linkMans gulp@3.9.1
136609 silly gentlyRm /var/www/app/node_modules/.bin/gulp is being purged
136610 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/gulp
136611 silly build through2@1.1.1
136612 info linkStuff through2@1.1.1
136613 silly linkStuff through2@1.1.1 has /var/www/app/node_modules/deps-sort/node_modules as its parent node_modules
136614 verbose linkBins through2@1.1.1
136615 verbose linkMans through2@1.1.1
136616 silly build deps-sort@1.3.9
136617 info linkStuff deps-sort@1.3.9
136618 silly linkStuff deps-sort@1.3.9 has /var/www/app/node_modules as its parent node_modules
136619 verbose linkBins deps-sort@1.3.9
136620 verbose link bins [ { 'deps-sort': 'bin/cmd.js' },
136620 verbose link bins   '/var/www/app/node_modules/.bin',
136620 verbose link bins   false ]
136621 verbose linkMans deps-sort@1.3.9
136622 silly gentlyRm /var/www/app/node_modules/.bin/deps-sort is being purged
136623 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/deps-sort
136624 silly build through2@1.1.1
136625 info linkStuff through2@1.1.1
136626 silly linkStuff through2@1.1.1 has /var/www/app/node_modules/browserify/node_modules as its parent node_modules
136627 verbose linkBins through2@1.1.1
136628 verbose linkMans through2@1.1.1
136629 silly build through2@1.1.1
136630 info linkStuff through2@1.1.1
136631 silly linkStuff through2@1.1.1 has /var/www/app/node_modules/browser-pack/node_modules as its parent node_modules
136632 verbose linkBins through2@1.1.1
136633 verbose linkMans through2@1.1.1
136634 silly build browser-pack@5.0.1
136635 info linkStuff browser-pack@5.0.1
136636 silly linkStuff browser-pack@5.0.1 has /var/www/app/node_modules as its parent node_modules
136637 verbose linkBins browser-pack@5.0.1
136638 verbose link bins [ { 'browser-pack': 'bin/cmd.js' },
136638 verbose link bins   '/var/www/app/node_modules/.bin',
136638 verbose link bins   false ]
136639 verbose linkMans browser-pack@5.0.1
136640 silly gentlyRm /var/www/app/node_modules/.bin/browser-pack is being purged
136641 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/browser-pack
136642 silly build browserify@11.2.0
136643 info linkStuff browserify@11.2.0
136644 silly linkStuff browserify@11.2.0 has /var/www/app/node_modules as its parent node_modules
136645 verbose linkBins browserify@11.2.0
136646 verbose link bins [ { browserify: 'bin/cmd.js' },
136646 verbose link bins   '/var/www/app/node_modules/.bin',
136646 verbose link bins   false ]
136647 verbose linkMans browserify@11.2.0
136648 silly gentlyRm /var/www/app/node_modules/.bin/browserify is being purged
136649 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/browserify
136650 silly build y18n@3.2.1
136651 info linkStuff y18n@3.2.1
136652 silly linkStuff y18n@3.2.1 has /var/www/app/node_modules as its parent node_modules
136653 verbose linkBins y18n@3.2.1
136654 verbose linkMans y18n@3.2.1
136655 silly build yargs@3.29.0
136656 info linkStuff yargs@3.29.0
136657 silly linkStuff yargs@3.29.0 has /var/www/app/node_modules/localtunnel/node_modules as its parent node_modules
136658 verbose linkBins yargs@3.29.0
136659 verbose linkMans yargs@3.29.0
136660 silly build localtunnel@1.8.1
136661 info linkStuff localtunnel@1.8.1
136662 silly linkStuff localtunnel@1.8.1 has /var/www/app/node_modules as its parent node_modules
136663 verbose linkBins localtunnel@1.8.1
136664 verbose link bins [ { lt: './bin/client' },
136664 verbose link bins   '/var/www/app/node_modules/.bin',
136664 verbose link bins   false ]
136665 verbose linkMans localtunnel@1.8.1
136666 silly gentlyRm /var/www/app/node_modules/.bin/lt is being purged
136667 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/lt
136668 silly build yallist@2.0.0
136669 info linkStuff yallist@2.0.0
136670 silly linkStuff yallist@2.0.0 has /var/www/app/node_modules as its parent node_modules
136671 verbose linkBins yallist@2.0.0
136672 verbose linkMans yallist@2.0.0
136673 silly build lru-cache@4.0.1
136674 info linkStuff lru-cache@4.0.1
136675 silly linkStuff lru-cache@4.0.1 has /var/www/app/node_modules/cross-spawn/node_modules as its parent node_modules
136676 verbose linkBins lru-cache@4.0.1
136677 verbose linkMans lru-cache@4.0.1
136678 silly build cross-spawn@3.0.1
136679 info linkStuff cross-spawn@3.0.1
136680 silly linkStuff cross-spawn@3.0.1 has /var/www/app/node_modules as its parent node_modules
136681 verbose linkBins cross-spawn@3.0.1
136682 verbose linkMans cross-spawn@3.0.1
136683 silly build yargs-parser@2.4.0
136684 info linkStuff yargs-parser@2.4.0
136685 silly linkStuff yargs-parser@2.4.0 has /var/www/app/node_modules as its parent node_modules
136686 verbose linkBins yargs-parser@2.4.0
136687 verbose linkMans yargs-parser@2.4.0
136688 silly build camelcase@3.0.0
136689 info linkStuff camelcase@3.0.0
136690 silly linkStuff camelcase@3.0.0 has /var/www/app/node_modules/yargs/node_modules as its parent node_modules
136691 verbose linkBins camelcase@3.0.0
136692 verbose linkMans camelcase@3.0.0
136693 silly build window-size@0.2.0
136694 info linkStuff window-size@0.2.0
136695 silly linkStuff window-size@0.2.0 has /var/www/app/node_modules/yargs/node_modules as its parent node_modules
136696 verbose linkBins window-size@0.2.0
136697 verbose link bins [ { 'window-size': 'cli.js' },
136697 verbose link bins   '/var/www/app/node_modules/yargs/node_modules/.bin',
136697 verbose link bins   false ]
136698 verbose linkMans window-size@0.2.0
136699 silly gentlyRm /var/www/app/node_modules/yargs/node_modules/.bin/window-size is being purged
136700 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/yargs/node_modules/.bin/window-size
136701 silly build yargs@4.7.1
136702 info linkStuff yargs@4.7.1
136703 silly linkStuff yargs@4.7.1 has /var/www/app/node_modules as its parent node_modules
136704 verbose linkBins yargs@4.7.1
136705 verbose linkMans yargs@4.7.1
136706 silly build sass-graph@2.1.2
136707 info linkStuff sass-graph@2.1.2
136708 silly linkStuff sass-graph@2.1.2 has /var/www/app/node_modules as its parent node_modules
136709 verbose linkBins sass-graph@2.1.2
136710 verbose link bins [ { sassgraph: 'bin/sassgraph' },
136710 verbose link bins   '/var/www/app/node_modules/.bin',
136710 verbose link bins   false ]
136711 verbose linkMans sass-graph@2.1.2
136712 silly gentlyRm /var/www/app/node_modules/.bin/sassgraph is being purged
136713 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/sassgraph
136714 silly build node-sass@3.8.0
136715 info linkStuff node-sass@3.8.0
136716 silly linkStuff node-sass@3.8.0 has /var/www/app/node_modules as its parent node_modules
136717 verbose linkBins node-sass@3.8.0
136718 verbose link bins [ { 'node-sass': 'bin/node-sass' },
136718 verbose link bins   '/var/www/app/node_modules/.bin',
136718 verbose link bins   false ]
136719 verbose linkMans node-sass@3.8.0
136720 silly gentlyRm /var/www/app/node_modules/.bin/node-sass is being purged
136721 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/node-sass
136722 silly build gulp-sass@2.3.2
136723 info linkStuff gulp-sass@2.3.2
136724 silly linkStuff gulp-sass@2.3.2 has /var/www/app/node_modules as its parent node_modules
136725 verbose linkBins gulp-sass@2.3.2
136726 verbose linkMans gulp-sass@2.3.2
136727 silly build yeast@0.1.2
136728 info linkStuff yeast@0.1.2
136729 silly linkStuff yeast@0.1.2 has /var/www/app/node_modules as its parent node_modules
136730 verbose linkBins yeast@0.1.2
136731 verbose linkMans yeast@0.1.2
136732 silly build engine.io-client@1.6.9
136733 info linkStuff engine.io-client@1.6.9
136734 silly linkStuff engine.io-client@1.6.9 has /var/www/app/node_modules as its parent node_modules
136735 verbose linkBins engine.io-client@1.6.9
136736 verbose linkMans engine.io-client@1.6.9
136737 silly build socket.io-client@1.4.6
136738 info linkStuff socket.io-client@1.4.6
136739 silly linkStuff socket.io-client@1.4.6 has /var/www/app/node_modules as its parent node_modules
136740 verbose linkBins socket.io-client@1.4.6
136741 verbose linkMans socket.io-client@1.4.6
136742 silly build socket.io@1.4.6
136743 info linkStuff socket.io@1.4.6
136744 silly linkStuff socket.io@1.4.6 has /var/www/app/node_modules as its parent node_modules
136745 verbose linkBins socket.io@1.4.6
136746 verbose linkMans socket.io@1.4.6
136747 silly build browser-sync@2.13.0
136748 info linkStuff browser-sync@2.13.0
136749 silly linkStuff browser-sync@2.13.0 has /var/www/app/node_modules as its parent node_modules
136750 verbose linkBins browser-sync@2.13.0
136751 verbose link bins [ { 'browser-sync': 'bin/browser-sync.js' },
136751 verbose link bins   '/var/www/app/node_modules/.bin',
136751 verbose link bins   false ]
136752 verbose linkMans browser-sync@2.13.0
136753 silly gentlyRm /var/www/app/node_modules/.bin/browser-sync is being purged
136754 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/browser-sync
136755 silly build laravel-elixir@5.0.0
136756 info linkStuff laravel-elixir@5.0.0
136757 silly linkStuff laravel-elixir@5.0.0 has /var/www/app/node_modules as its parent node_modules
136758 verbose linkBins laravel-elixir@5.0.0
136759 verbose linkMans laravel-elixir@5.0.0
136760 silly doSerial global-link 0
136761 silly doParallel update-linked 0
136762 silly doSerial install 974
136763 silly install abbrev@1.0.9 /var/www/app/node_modules/.staging/abbrev-4986bb3b
136764 info lifecycle abbrev@1.0.9~install: abbrev@1.0.9
136765 silly lifecycle abbrev@1.0.9~install: no script for install, continuing
136766 silly install lodash@4.11.2 /var/www/app/node_modules/.staging/lodash-5f12ae1b
136767 info lifecycle lodash@4.11.2~install: lodash@4.11.2
136768 silly lifecycle lodash@4.11.2~install: no script for install, continuing
136769 silly install semver@5.1.1 /var/www/app/node_modules/.staging/semver-9f161834
136770 info lifecycle semver@5.1.1~install: semver@5.1.1
136771 silly lifecycle semver@5.1.1~install: no script for install, continuing
136772 silly install acorn@1.2.2 /var/www/app/node_modules/.staging/acorn-921e9ca9
136773 info lifecycle acorn@1.2.2~install: acorn@1.2.2
136774 silly lifecycle acorn@1.2.2~install: no script for install, continuing
136775 silly install after@0.8.1 /var/www/app/node_modules/.staging/after-1effce9a
136776 info lifecycle after@0.8.1~install: after@0.8.1
136777 silly lifecycle after@0.8.1~install: no script for install, continuing
136778 silly install alphanum-sort@1.0.2 /var/www/app/node_modules/.staging/alphanum-sort-927703d1
136779 info lifecycle alphanum-sort@1.0.2~install: alphanum-sort@1.0.2
136780 silly lifecycle alphanum-sort@1.0.2~install: no script for install, continuing
136781 silly install amdefine@1.0.0 /var/www/app/node_modules/.staging/amdefine-4bdaf2d4
136782 info lifecycle amdefine@1.0.0~install: amdefine@1.0.0
136783 silly lifecycle amdefine@1.0.0~install: no script for install, continuing
136784 silly install ansi@0.3.1 /var/www/app/node_modules/.staging/ansi-a0a321de
136785 info lifecycle ansi@0.3.1~install: ansi@0.3.1
136786 silly lifecycle ansi@0.3.1~install: no script for install, continuing
136787 silly install ansi-regex@2.0.0 /var/www/app/node_modules/.staging/ansi-regex-95794abe
136788 info lifecycle ansi-regex@2.0.0~install: ansi-regex@2.0.0
136789 silly lifecycle ansi-regex@2.0.0~install: no script for install, continuing
136790 silly install ansi-styles@2.2.1 /var/www/app/node_modules/.staging/ansi-styles-f0a18987
136791 info lifecycle ansi-styles@2.2.1~install: ansi-styles@2.2.1
136792 silly lifecycle ansi-styles@2.2.1~install: no script for install, continuing
136793 silly install ansicolors@0.2.1 /var/www/app/node_modules/.staging/ansicolors-71f2e9cf
136794 info lifecycle ansicolors@0.2.1~install: ansicolors@0.2.1
136795 silly lifecycle ansicolors@0.2.1~install: no script for install, continuing
136796 silly install archy@1.0.0 /var/www/app/node_modules/.staging/archy-7be5e258
136797 info lifecycle archy@1.0.0~install: archy@1.0.0
136798 silly lifecycle archy@1.0.0~install: no script for install, continuing
136799 silly install arr-flatten@1.0.1 /var/www/app/node_modules/.staging/arr-flatten-e88d088a
136800 info lifecycle arr-flatten@1.0.1~install: arr-flatten@1.0.1
136801 silly lifecycle arr-flatten@1.0.1~install: no script for install, continuing
136802 silly install arr-diff@2.0.0 /var/www/app/node_modules/.staging/arr-diff-890f1d65
136803 info lifecycle arr-diff@2.0.0~install: arr-diff@2.0.0
136804 silly lifecycle arr-diff@2.0.0~install: no script for install, continuing
136805 silly install array-differ@1.0.0 /var/www/app/node_modules/.staging/array-differ-2bec8435
136806 info lifecycle array-differ@1.0.0~install: array-differ@1.0.0
136807 silly lifecycle array-differ@1.0.0~install: no script for install, continuing
136808 silly install array-filter@0.0.1 /var/www/app/node_modules/.staging/array-filter-953d127c
136809 info lifecycle array-filter@0.0.1~install: array-filter@0.0.1
136810 silly lifecycle array-filter@0.0.1~install: no script for install, continuing
136811 silly install array-find-index@1.0.1 /var/www/app/node_modules/.staging/array-find-index-1bbba3c6
136812 info lifecycle array-find-index@1.0.1~install: array-find-index@1.0.1
136813 silly lifecycle array-find-index@1.0.1~install: no script for install, continuing
136814 silly install array-map@0.0.0 /var/www/app/node_modules/.staging/array-map-08f5cc68
136815 info lifecycle array-map@0.0.0~install: array-map@0.0.0
136816 silly lifecycle array-map@0.0.0~install: no script for install, continuing
136817 silly install array-reduce@0.0.0 /var/www/app/node_modules/.staging/array-reduce-32dd0fa1
136818 info lifecycle array-reduce@0.0.0~install: array-reduce@0.0.0
136819 silly lifecycle array-reduce@0.0.0~install: no script for install, continuing
136820 silly install array-uniq@1.0.3 /var/www/app/node_modules/.staging/array-uniq-aae76dc9
136821 info lifecycle array-uniq@1.0.3~install: array-uniq@1.0.3
136822 silly lifecycle array-uniq@1.0.3~install: no script for install, continuing
136823 silly install array-union@1.0.2 /var/www/app/node_modules/.staging/array-union-d26df259
136824 info lifecycle array-union@1.0.2~install: array-union@1.0.2
136825 silly lifecycle array-union@1.0.2~install: no script for install, continuing
136826 silly install array-unique@0.2.1 /var/www/app/node_modules/.staging/array-unique-46cdc991
136827 info lifecycle array-unique@0.2.1~install: array-unique@0.2.1
136828 silly lifecycle array-unique@0.2.1~install: no script for install, continuing
136829 silly install arraybuffer.slice@0.0.6 /var/www/app/node_modules/.staging/arraybuffer.slice-d5569005
136830 info lifecycle arraybuffer.slice@0.0.6~install: arraybuffer.slice@0.0.6
136831 silly lifecycle arraybuffer.slice@0.0.6~install: no script for install, continuing
136832 silly install arrify@1.0.1 /var/www/app/node_modules/.staging/arrify-d910d472
136833 info lifecycle arrify@1.0.1~install: arrify@1.0.1
